68	67	1320	2640	5400
68	261	1320	2640	1800
69	68	5280	2640	5400
69	399	2640	2640	5400
70	71	2851	2640	5400
70	60	739	2640	5400
70	172	1320	2640	1800
71	72	1690	2640	5400
71	70	2851	2640	5400
71	195	1320	2640	1800
72	85	1901	2640	5400
72	71	1690	2640	5400
73	78	1109	2640	5400
73	61	5280	2640	5400
73	74	5280	2640	5400
74	88	2640	2640	5400
74	62	5280	2640	5400
74	75	2640	2640	5400
74	73	5280	2640	5400
75	89	2640	2640	5400
75	63	5280	2640	5400
75	76	2640	2640	5400
75	74	2640	2640	5400
76	90	2640	2640	5400
76	64	5280	2640	5400
76	372	2640	2640	5400
76	75	2640	2640	5400
76	387	1320	8855	12600
77	92	950	2640	5400
77	66	4541	2640	5400
77	372	2640	2640	5400
77	387	1320	8855	12600
78	87	1690	2640	5400
78	73	1109	2640	5400
78	174	1320	2640	1800
79	80	5280	2640	5400
79	407	2640	2640	5400
80	373	7920	2640	5400
80	369	2640	2640	5400
80	81	1320	2640	5400
80	79	5280	2640	5400
80	384	1320	8855	12600
80	388	1320	8855	12600
81	82	1320	2640	5400
81	80	1320	2640	5400
81	239	1320	2640	1800
82	83	739	2640	5400
82	81	1320	2640	5400
82	217	1320	2640	1800
83	84	1109	2640	5400
83	82	739	2640	5400
83	96	2059	2640	5400
84	96	1901	2640	5400
84	59	5491	2640	5400
84	370	2482	2640	5400
84	83	1109	2640	5400
84	385	1320	8855	12600
85	97	1901	2640	5400
85	72	1901	2640	5400
85	86	5069	2640	5400
85	370	2429	2640	5400
85	385	1320	8855	12600
86	87	1109	2640	5400
86	85	5069	2640	5400
87	98	2270	2640	5400
87	78	1690	2640	5400
87	371	2640	2640	5400
87	86	1109	2640	5400
87	193	1320	2640	1800
87	386	1320	8855	12600
88	100	2851	2640	5400
88	74	2640	2640	5400
88	89	2640	2640	5400
88	371	2640	2640	5400
88	386	1320	8855	12600
89	101	2851	2640	5400
89	75	2640	2640	5400
89	90	2640	2640	5400
89	88	2640	2640	5400
90	102	2851	2640	5400
90	76	2640	2640	5400
90	91	4171	2640	5400
90	89	2640	2640	5400
91	92	2270	2640	5400
91	90	4171	2640	5400
92	104	4541	2640	5400
92	77	950	2640	5400
92	93	1531	2640	5400
92	91	2270	2640	5400
93	94	1320	2640	5400
93	92	1531	2640	5400
93	288	1320	2640	1800
94	95	5280	2640	5400
94	93	1320	2640	5400
94	264	1320	2640	1800
95	94	5280	2640	5400
95	399	2640	2640	5400
96	112	8659	2640	5400
96	84	1901	2640	5400
96	97	4330	2640	5400
96	83	739	2640	5400
97	105	7181	2640	5400
97	85	1901	2640	5400
97	98	6811	2640	5400
97	96	4541	2640	5400
98	114	5650	2640	5400
98	87	2270	2640	5400
98	99	2270	2640	5400
98	97	2640	2640	5400
99	100	3010	2640	5400
99	98	2640	2640	5400
100	106	1901	2640	5400
100	88	2851	2640	5400
100	101	2640	2640	5400
100	99	3010	2640	5400
100	176	1320	2640	1800
101	117	5069	2640	5400
101	89	2851	2640	5400
101	102	2640	2640	5400
101	100	2270	2640	5400
102	118	5069	2640	5400
102	90	2851	2640	5400
102	103	4541	2640	5400
102	101	6811	2640	5400
103	104	739	2640	5400
103	102	4330	2640	5400
103	286	1320	2640	1800
104	107	739	2640	5400
104	92	4541	2640	5400
104	103	2059	2640	5400
105	113	739	2640	5400
105	97	7181	2640	5400
106	115	3010	2640	5400
106	100	1901	2640	5400
106	191	1320	2640	1800
107	121	4171	2640	5400
107	104	739	2640	5400
107	266	1320	2640	1800
108	109	5280	2640	5400
108	406	2640	2640	5400
109	122	1901	2640	5400
109	373	2640	2640	5400
109	110	1320	2640	5400
109	108	5280	2640	5400
109	388	1320	8855	12600
110	111	1320	2640	5400
110	109	1320	2640	5400
110	237	1320	2640	1800
111	112	1901	2640	5400
111	110	1320	2640	5400
111	219	1320	2640	1800
112	125	4910	2640	5400
112	96	8659	2640	5400
112	113	2429	2640	5400
112	111	1901	2640	5400
113	126	3379	2640	5400
113	105	739	2640	5400
113	374	4066	2640	5400
113	112	2429	2640	5400
113	389	1320	8855	12600
114	128	3221	2640	5400
114	98	5650	2640	5400
114	375	2640	2640	5400
114	374	4066	2640	5400
114	389	1320	8855	12600
114	390	1320	8855	12600
115	131	1109	2640	5400
115	106	3010	2640	5400
115	116	1320	2640	5400
115	375	2640	2640	5400
115	390	1320	8855	12600
116	117	1320	2640	5400
116	115	1320	2640	5400
117	137	1109	2640	5400
117	101	5069	2640	5400
117	118	2640	2640	5400
117	116	1320	2640	5400
118	140	1901	2640	5400
118	102	5069	2640	5400
118	119	3010	2640	5400
118	117	2640	2640	5400
118	178	1320	2640	1800
119	120	1320	2640	5400
119	118	3010	2640	5400
119	283	1320	2640	1800
120	121	1109	2640	5400
120	119	1320	2640	5400
120	269	1320	2640	1800
121	141	5280	2640	5400
121	107	4171	2640	5400
121	120	1109	2640	5400
122	123	739	2640	5400
122	109	1901	2640	5400
123	124	1320	2640	5400
123	122	739	2640	5400
123	302	1320	2640	1800
124	143	3749	2640	5400
124	123	1320	2640	5400
124	328	1320	2640	1800
125	144	5280	2640	5400
125	112	4910	2640	5400
126	127	1320	2640	5400
126	113	3379	2640	5400
126	307	1320	2640	1800
127	148	6600	2640	5400
127	126	1320	2640	5400
127	323	1320	2640	1800
128	129	1320	2640	5400
128	114	3221	2640	5400
128	309	1320	2640	1800
129	130	1901	2640	5400
129	128	1320	2640	5400
129	321	1320	2640	1800
130	149	4541	2640	5400
130	129	1901	2640	5400
131	132	1531	2640	5400
131	115	1109	2640	5400
132	133	739	2640	5400
132	131	1531	2640	5400
133	134	1320	2640	5400
133	132	739	2640	5400
133	311	1320	2640	1800
134	135	950	2640	5400
134	133	1320	2640	5400
134	319	1320	2640	1800
135	136	1531	2640	5400
135	134	950	2640	5400
136	150	4330	2640	5400
136	135	1531	2640	5400
137	138	1109	2640	5400
137	117	1109	2640	5400
138	139	1320	2640	5400
138	137	1109	2640	5400
138	313	1320	2640	1800
139	138	1320	2640	5400
139	317	1320	2640	1800
140	151	9451	2640	5400
140	118	1901	2640	5400
140	189	1320	2640	1800
141	121	5280	2640	5400
141	400	2640	2640	5400
142	143	5280	2640	5400
142	405	2640	2640	5400
143	124	3749	2640	5400
143	376	2640	2640	5400
143	142	5280	2640	5400
143	391	1320	8855	12600
144	155	5280	2640	5400
144	125	5280	2640	5400
144	145	739	2640	5400
144	376	2640	2640	5400
144	391	1320	8855	12600
145	146	1320	2640	5400
145	144	6019	2640	5400
145	231	1320	2640	1800
146	147	1531	2640	5400
146	145	1320	2640	5400
146	225	1320	2640	1800
147	148	2640	2640	5400
147	146	1531	2640	5400
148	156	4910	2640	5400
148	127	6600	2640	5400
148	377	3485	2640	5400
148	147	2640	2640	5400
148	392	1320	8855	12600
149	130	4541	2640	5400
149	150	2640	2640	5400
149	377	3485	2640	5400
149	392	1320	8855	12600
150	158	5069	2640	5400
150	136	4330	2640	5400
150	378	3854	2640	5400
150	149	2640	2640	5400
150	393	1320	8855	12600
151	161	5069	2640	5400
151	140	9451	2640	5400
151	152	2640	2640	5400
151	378	3854	2640	5400
151	393	1320	8855	12600
152	153	1320	2640	5400
152	151	2640	2640	5400
152	278	1320	2640	1800
153	154	5280	2640	5400
153	152	1320	2640	5400
153	274	1320	2640	1800
154	153	5280	2640	5400
154	401	2640	2640	5400
155	144	5280	2640	5400
155	404	2640	2640	5400
156	157	1320	2640	5400
156	148	4910	2640	5400
156	335	1320	2640	1800
157	156	1320	2640	5400
157	351	1320	2640	1800
158	159	1320	2640	5400
158	150	5069	2640	5400
158	337	1320	2640	1800
159	160	5280	2640	5400
159	158	1320	2640	5400
159	349	1320	2640	1800
160	159	5280	2640	5400
160	403	2640	2640	5400
161	162	1320	2640	5400
161	151	5069	2640	5400
161	339	1320	2640	1800
162	163	5280	2640	5400
162	161	1320	2640	5400
162	347	1320	2640	1800
163	162	5280	2640	5400
163	402	2640	2640	5400
164	165	5280	4842	9000
165	166	2534	4842	9000
165	209	1320	3960	7200
166	167	264	4842	9000
166	26	1320	2640	1800
167	168	1742	4842	9000
168	169	4330	4842	9000
169	170	1901	4842	9000
169	43	1320	2640	1800
170	171	5650	4842	9000
171	172	3010	4842	9000
171	70	1320	2640	1800
172	173	5069	4842	9000
173	174	1901	4842	9000
173	78	1320	2640	1800
174	175	4541	4842	9000
175	176	3010	4842	9000
175	100	1320	2640	1800
176	177	4541	4842	9000
177	178	2270	4842	9000
177	118	1320	2640	1800
178	179	1109	4842	9000
179	180	1109	4842	9000
179	356	1320	3960	9000
179	362	1320	3960	9000
180	181	1214	4842	9000
181	182	581	4842	9000
182	183	5280	4842	9000
183	413	5280	4842	9000
184	185	5280	4842	9000
185	186	1531	4842	9000
185	359	1320	3960	9000
186	187	1426	4842	9000
186	361	1320	3960	9000
187	188	581	4842	9000
188	189	2270	4842	9000
188	140	1320	2640	1800
189	190	5280	4842	9000
190	191	1901	4842	9000
190	106	1320	2640	1800
191	192	4541	4842	9000
192	193	3010	4842	9000
192	87	1320	2640	1800
193	194	4699	4842	9000
194	195	2059	4842	9000
194	71	1320	2640	1800
195	196	1531	4842	9000
196	197	5650	4842	9000
197	198	2429	4842	9000
197	54	1320	2640	1800
198	199	3749	4842	9000
199	200	1373	4842	9000
199	25	1320	2640	1800
200	201	2851	4842	9000
200	248	1320	3960	7200
201	202	1901	4842	9000
202	203	5280	4842	9000
203	410	5280	4842	9000
204	205	5280	4842	7200
205	206	1320	4842	7200
205	9	1320	2640	1800
206	207	3749	4842	7200
207	208	1690	4842	7200
207	167	1320	3960	7200
208	209	317	4842	7200
208	25	1320	2640	1800
209	210	1373	4842	7200
210	211	2429	4842	7200
211	212	1109	4842	7200
212	213	1320	4842	7200
212	41	1320	2640	1800
213	214	3960	4842	7200
214	215	1320	4842	7200
214	58	1320	2640	1800
215	216	3960	4842	7200
216	217	1320	4842	7200
216	82	1320	2640	1800
217	218	9240	4842	7200
218	219	1320	4842	7200
218	111	1320	2640	1800
219	220	739	4842	7200
220	221	1901	4842	7200
221	222	1901	4842	7200
221	305	1320	3960	7200
221	325	1320	3960	7200
222	223	3590	4842	7200
223	224	1901	4842	7200
224	225	1320	4842	7200
224	146	1320	2640	1800
225	226	4330	4842	7200
226	227	3749	4842	7200
227	332	1320	3960	7200
227	354	1320	3960	7200
228	229	3749	4842	7200
229	230	4330	4842	7200
230	231	1320	4842	7200
230	145	1320	2640	1800
231	232	1901	4842	7200
232	233	3590	4842	7200
233	234	1901	4842	7200
233	325	1320	3960	7200
233	305	1320	3960	7200
234	235	1901	4842	7200
235	236	739	4842	7200
236	237	1320	4842	7200
236	110	1320	2640	1800
237	238	9240	4842	7200
238	239	1320	4842	7200
238	81	1320	2640	1800
239	240	3960	4842	7200
240	241	1320	4842	7200
240	57	1320	2640	1800
241	242	3960	4842	7200
242	243	1320	4842	7200
242	40	1320	2640	1800
243	244	1109	4842	7200
244	245	2429	4842	7200
245	246	1373	4842	7200
245	24	1320	2640	1800
246	247	317	4842	7200
246	201	1320	3960	7200
247	248	1690	4842	7200
248	249	3749	4842	7200
249	250	1320	4842	7200
249	8	1320	2640	1800
250	251	5280	4842	7200
251	411	5280	4842	9000
252	253	5280	4842	7200
253	254	1320	4842	7200
253	18	1320	2640	1800
254	255	2640	4842	7200
255	256	3010	4842	7200
256	257	1320	4842	7200
256	36	1320	2640	1800
257	258	4171	4842	7200
258	259	1320	4842	7200
258	52	1320	2640	1800
259	260	4171	4842	7200
260	261	1320	4842	7200
260	68	1320	2640	1800
261	262	3010	4842	7200
262	263	1531	4842	7200
263	264	1320	4842	7200
263	94	1320	2640	1800
264	265	3379	4842	7200
265	266	3010	4842	7200
265	107	1320	2640	1800
266	267	1109	4842	7200
267	268	1690	4842	7200
268	269	1320	4842	7200
268	120	1320	2640	1800
269	270	1109	4842	7200
270	271	3696	4842	7200
270	360	1320	3960	9000
271	272	581	4842	7200
272	273	4330	4842	7200
273	274	1320	4842	7200
273	153	1320	2640	1800
274	275	4541	4842	7200
275	341	1320	3960	7200
275	345	1320	3960	7200
276	277	4541	4842	7200
277	278	1320	4842	7200
277	152	1320	2640	1800
278	279	5280	4842	7200
279	280	634	4842	7200
279	181	1320	3960	9000
279	357	1320	3960	9000
280	281	3062	4842	7200
281	282	739	4842	7200
282	283	1320	4842	7200
282	119	1320	2640	1800
283	284	1690	4842	7200
284	285	2270	4842	7200
285	286	1531	4842	7200
285	103	1320	2640	1800
286	287	4171	4842	7200
287	288	1320	4842	7200
287	93	1320	2640	1800
288	289	1531	4842	7200
289	290	3010	4842	7200
290	291	1320	4842	7200
290	67	1320	2640	1800
291	292	4171	4842	7200
292	293	1320	4842	7200
292	51	1320	2640	1800
293	294	4171	4842	7200
294	295	1320	4842	7200
294	35	1320	2640	1800
295	296	3010	4842	7200
296	297	2640	4842	7200
297	298	1320	4842	7200
297	17	1320	2640	1800
298	299	5280	4842	7200
299	412	5280	4842	9000
300	301	5280	4842	7200
301	302	1320	4842	7200
301	123	1320	2640	1800
302	303	1109	4842	7200
303	304	1531	4842	7200
304	305	1690	4842	7200
304	234	1320	3960	7200
304	222	1320	3960	7200
305	306	3379	4842	7200
306	307	1320	4842	7200
306	126	1320	2640	1800
307	308	6019	4842	7200
308	309	1320	4842	7200
308	128	1320	2640	1800
309	310	3010	4842	7200
310	311	1320	4842	7200
310	133	1320	2640	1800
311	312	1901	4842	7200
312	313	1320	4842	7200
312	138	1320	2640	1800
313	314	3749	4842	7200
314	356	1320	3960	9000
314	180	1320	3960	9000
314	358	1320	3960	9000
315	316	3749	4842	7200
316	317	1320	4842	7200
316	139	1320	2640	1800
317	318	1901	4842	7200
318	319	1320	4842	7200
318	134	1320	2640	1800
319	320	3010	4842	7200
320	321	1320	4842	7200
320	129	1320	2640	1800
321	322	6019	4842	7200
322	323	1320	4842	7200
322	127	1320	2640	1800
323	324	3379	4842	7200
324	325	1690	4842	7200
324	222	1320	3960	7200
324	234	1320	3960	7200
325	326	1531	4842	7200
326	327	1109	4842	7200
327	328	1320	4842	7200
327	124	1320	2640	1800
328	329	5280	4842	7200
329	416	5280	4842	9000
330	331	5280	4842	7200
331	332	2640	4842	7200
331	228	1320	3960	7200
332	333	1690	4842	7200
333	334	1109	4842	7200
334	335	1320	4842	7200
334	156	1320	2640	1800
335	336	8501	4842	7200
336	337	1320	4842	7200
336	158	1320	2640	1800
337	338	6811	4842	7200
338	339	1320	4842	7200
338	161	1320	2640	1800
339	340	1320	4842	7200
340	341	2270	4842	7200
340	276	1320	3960	7200
341	342	5280	4842	7200
342	414	5280	4842	9000
343	344	5280	4842	7200
344	345	2270	4842	7200
344	276	1320	3960	7200
345	346	1320	4842	7200
346	347	1320	4842	7200
346	162	1320	2640	1800
347	348	6811	4842	7200
348	349	1320	4842	7200
348	159	1320	2640	1800
349	350	8501	4842	7200
350	351	1320	4842	7200
350	157	1320	2640	1800
351	352	1109	4842	7200
352	353	1690	4842	7200
353	354	2640	4842	7200
353	228	1320	3960	7200
354	355	5280	4842	7200
355	415	5280	4842	9000
356	281	1320	3960	9000
357	187	1320	3960	9000
357	315	1320	3960	9000
358	271	1320	3960	9000
359	272	1320	3960	9000
359	280	1320	3960	9000
360	363	1320	3960	9000
360	182	1320	3960	9000
361	315	1320	3960	9000
362	358	1320	3960	9000
363	361	1320	3960	9000
363	187	1320	3960	9000
364	11	2851	2640	5400
364	10	2798	2640	5400
365	16	2640	2640	5400
365	15	2640	2640	5400
366	39	2640	2640	5400
366	23	2640	2640	5400
367	44	2640	2640	5400
367	28	2640	2640	5400
368	48	2640	2640	5400
368	32	2640	2640	5400
369	80	2640	2640	5400
369	56	2640	2640	5400
370	85	2429	2640	5400
370	84	2482	2640	5400
371	88	2640	2640	5400
371	87	2640	2640	5400
372	77	2640	2640	5400
372	76	2640	2640	5400
373	109	2640	2640	5400
373	80	7920	2640	5400
374	114	4066	2640	5400
374	113	4066	2640	5400
375	115	2640	2640	5400
375	114	2640	2640	5400
376	144	2640	2640	5400
376	143	2640	2640	5400
377	149	3485	2640	5400
377	148	3485	2640	5400
378	151	3854	2640	5400
378	150	3854	2640	5400
379	10	1320	8855	12600
379	11	1320	8855	12600
380	15	1320	8855	12600
380	16	1320	8855	12600
381	23	1320	8855	12600
381	39	1320	8855	12600
382	28	1320	8855	12600
382	44	1320	8855	12600
383	32	1320	8855	12600
383	48	1320	8855	12600
384	56	1320	8855	12600
384	80	1320	8855	12600
385	84	1320	8855	12600
385	85	1320	8855	12600
386	87	1320	8855	12600
386	88	1320	8855	12600
387	76	1320	8855	12600
387	77	1320	8855	12600
388	80	1320	8855	12600
388	109	1320	8855	12600
389	113	1320	8855	12600
389	114	1320	8855	12600
390	114	1320	8855	12600
390	115	1320	8855	12600
391	143	1320	8855	12600
391	144	1320	8855	12600
392	148	1320	8855	12600
392	149	1320	8855	12600
393	150	1320	8855	12600
393	151	1320	8855	12600
394	1	2640	2640	5400
395	2	2640	2640	5400
395	3	2640	2640	5400
396	4	2640	2640	5400
396	5	2640	2640	5400
397	20	2640	2640	5400
398	37	2640	2640	5400
398	53	2640	2640	5400
399	69	2640	2640	5400
399	95	2640	2640	5400
400	141	2640	2640	5400
401	154	2640	2640	5400
402	163	2640	2640	5400
403	160	2640	2640	5400
404	155	2640	2640	5400
405	142	2640	2640	5400
406	108	2640	2640	5400
407	79	2640	2640	5400
407	55	2640	2640	5400
408	38	2640	2640	5400
408	22	2640	2640	5400
409	6	2640	2640	5400
410	164	5280	4842	9000
411	204	5280	4842	9000
412	252	5280	4842	9000
413	184	5280	4842	9000
414	343	5280	4842	9000
415	330	5280	4842	9000
416	300	5280	4842	9000
